Year, LDCurve, Hour, Meter, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "6.6 kV Losses", "0.22 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "6.6 kV Line Loss", "0.22 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "6.6 kV Load Loss", "0.22 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "6.6 kV No Load Loss", "0.22 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "6.6 kV Load Energy", "0.22 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, , 5, "FEEDER1"     ,       2364,         19,        430,        430,       2363,        715,        430,        445,          0,          0,          0,          0,         10,         30,          2,          6,         10,         30,          0,          0,          2,          0,          8,          1,          8,          0,          8,          0,          8,        725,          1,        135,         10,          0,          0,          0,          0,          0,          0,          8,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1601,        762,          0,          0,          0,          0,          0
0, , 5, "FEEDER2"     ,       1111,        -36,        235,        235,       1106,        177,        233,        236,          0,          0,          0,          0,          5,         17,          1,          4,          5,         17,          0,          0,          1,          0,          4,          1,          4,          0,          4,          0,         -0,        229,          0,         56,          5,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        476,        630,          0,          0,          0,          0,          0
0, , 6, "FEEDER1"     ,       2467,         21,        430,        430,       2466,        748,        430,        445,          0,          0,          0,          0,         10,         31,          2,          6,         10,         31,          0,          0,          2,          0,          9,          2,          9,          0,          9,          0,          9,        758,          1,        135,         10,          0,          0,          0,          0,          0,          0,          9,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1671,        795,          0,          0,          0,          0,          0
0, , 6, "FEEDER2"     ,       1149,        -36,        235,        235,       1144,        185,        233,        236,          0,          0,          0,          0,          5,         17,          1,          4,          5,         17,          0,          0,          1,          0,          4,          1,          4,          0,          4,          0,         -0,        238,          0,         56,          5,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        487,        658,          0,          0,          0,          0,          0
0, , 6, "FEEDER1"     ,       2573,         21,        430,        430,       2572,        780,        430,        445,          0,          0,          0,          0,         11,         32,          2,          6,         11,         32,          0,          0,          2,          0,          9,          2,          9,          0,          9,          0,          9,        791,          2,        135,         11,          0,          0,          0,          0,          0,          0,          9,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1744,        828,          0,          0,          0,          0,          0
0, , 6, "FEEDER2"     ,       1208,        -38,        235,        235,       1203,        193,        234,        236,          0,          0,          0,          0,          6,         18,          1,          4,          6,         18,          0,          0,          1,          0,          5,          1,          5,          0,          5,          0,         -0,        249,          0,         56,          6,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        517,        686,          0,          0,          0,          0,          0
0, , 6, "FEEDER1"     ,       2677,         24,        430,        430,       2676,        812,        430,        445,          0,          0,          0,          0,         11,         34,          2,          6,         11,         34,          0,          0,          2,          0,         10,          2,         10,          0,         10,          0,          9,        822,          2,        135,         11,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1815,        860,          0,          0,          0,          0,          0
0, , 6, "FEEDER2"     ,       1269,        -40,        243,        243,       1263,        204,        241,        245,          0,          0,          0,          0,          6,         19,          1,          4,          6,         19,          0,          0,          1,          0,          5,          1,          5,          0,          5,          0,         -0,        263,          0,         57,          6,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        547,        716,          0,          0,          0,          0,          0
0, , 6, "FEEDER1"     ,       2783,         26,        430,        430,       2781,        842,        430,        445,          0,          0,          0,          0,         12,         35,          2,          6,         12,         35,          0,          0,          2,          0,         10,          2,         10,          0,         10,          0,         10,        850,          2,        135,         12,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1889,        893,          0,          0,          0,          0,          0
0, , 6, "FEEDER2"     ,       1326,        -42,        243,        243,       1320,        216,        241,        245,          0,          0,          0,          0,          6,         20,          1,          4,          6,         20,          0,          0,          1,          0,          5,          1,          5,          0,          5,          0,         -0,        278,          0,         58,          6,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        576,        744,          0,          0,          0,          0,          0
0, , 7, "FEEDER1"     ,       2887,         30,        430,        430,       2886,        873,        430,        445,          0,          0,          0,          0,         12,         37,          2,          6,         12,         37,          0,          0,          2,          0,         10,          2,         10,          0,         10,          0,         10,        879,          2,        135,         12,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1961,        924,          0,          0,          0,          0,          0
0, , 7, "FEEDER2"     ,       1359,        -44,        243,        243,       1352,        226,        241,        245,          0,          0,          0,          0,          6,         20,          1,          4,          6,         20,          0,          0,          1,          0,          5,          1,          5,          0,          5,          0,         -0,        290,          0,         58,          6,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        582,        770,          0,          0,          0,          0,          0
0, , 7, "FEEDER1"     ,       3024,         30,        548,        548,       3022,        904,        547,        561,          0,          0,          0,          0,         13,         39,          3,         10,         13,         39,          0,          0,          3,          0,         11,          2,         11,          0,         11,          0,         11,        912,          2,        135,         13,          0,          0,          0,          0,          0,          0,         11,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2066,        956,          0,          0,          0,          0,          0
0, , 7, "FEEDER2"     ,       1397,        -46,        243,        243,       1391,        234,        241,        245,          0,          0,          0,          0,          7,         21,          1,          4,          7,         21,          0,          0,          1,          0,          5,          1,          5,          0,          5,          0,         -0,        301,          0,         58,          7,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        587,        804,          0,          0,          0,          0,          0
0, , 7, "FEEDER1"     ,       3162,         33,        554,        554,       3160,        940,        552,        571,          0,          0,          0,          0,         14,         42,          3,         10,         14,         42,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,         11,        948,          2,        143,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2173,        988,          0,          0,          0,          0,          0
0, , 7, "FEEDER2"     ,       1438,        -49,        243,        243,       1431,        243,        241,        245,          0,          0,          0,          0,          7,         21,          1,          4,          7,         21,          0,          0,          1,          0,          6,          1,          6,          0,          6,          0,         -0,        313,          0,         58,          7,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        591,        840,          0,          0,          0,          0,          0
0, , 7, "FEEDER1"     ,       3307,         33,        578,        578,       3305,        972,        577,        591,          0,          0,          0,          0,         15,         45,          3,         11,         15,         45,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,         11,        983,          2,        143,         15,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2281,       1024,          0,          0,          0,          0,          0
0, , 7, "FEEDER2"     ,       1501,        -55,        251,        252,       1494,        250,        249,        251,          0,          0,          0,          0,          7,         22,          1,          4,          7,         22,          0,          0,          1,          0,          6,          1,          6,          0,          6,          0,         -0,        327,          0,         58,          7,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        616,        878,          0,          0,          0,          0,          0
0, , 8, "FEEDER1"     ,       3459,         36,        608,        608,       3456,       1007,        607,        623,          0,          0,          0,          0,         15,         48,          4,         12,         15,         48,          0,          0,          4,          0,         13,          2,         13,          0,         13,          0,         12,       1018,          2,        143,         15,          0,          0,          0,          0,          0,          0,         13,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2396,       1061,          0,          0,          0,          0,          0
0, , 8, "FEEDER2"     ,       1584,        -63,        332,        333,       1576,        258,        329,        331,          0,          0,          0,          0,          8,         24,          3,          7,          8,         24,          0,          0,          3,          0,          6,          1,          6,          0,          6,          0,         -0,        345,          0,         70,          8,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        642,        934,          0,          0,          0,          0,          0
0, , 8, "FEEDER1"     ,       3621,         42,        648,        649,       3621,       1044,        659,        676,          0,          0,          0,          0,         17,         51,          4,         14,         17,         51,          0,          0,          4,          0,         14,          3,         14,          0,         14,          0,         16,       1053,         15,        143,         17,          0,          0,          0,          0,          0,          0,         14,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2521,       1100,          0,          0,          0,          0,          0
0, , 8, "FEEDER2"     ,       1672,        -71,        352,        354,       1668,        267,        367,        369,          0,          0,          0,          0,          8,         26,          3,          8,          8,         26,          0,          0,          3,          0,          7,          1,          7,          0,          7,          0,          5,        364,         18,         78,          8,          0,          0,          0,          0,          0,          0,          7,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        668,        999,          0,          0,          0,          0,          0
0, , 8, "FEEDER1"     ,       3787,         46,        663,        663,       3793,       1079,        687,        701,          0,          0,          0,          0,         18,         55,          4,         14,         18,         55,          0,          0,          4,          0,         15,          3,         15,          0,         15,          0,         23,       1088,         28,        143,         18,          0,          0,          0,          0,          0,          0,         15,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2652,       1141,          0,          0,          0,          0,          0
0, , 8, "FEEDER2"     ,       1737,        -78,        352,        354,       1742,        277,        367,        369,          0,          0,          0,          0,          9,         27,          3,          8,          9,         27,          0,          0,          3,          0,          7,          1,          7,          0,          7,          0,         14,        382,         36,         81,          9,          0,          0,          0,          0,          0,          0,          7,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        677,       1065,          0,          0,          0,          0,          0
0, , 8, "FEEDER1"     ,       3955,         48,        674,        674,       3970,       1113,        710,        723,          0,          0,          0,          0,         19,         58,          5,         15,         19,         58,          0,          0,          5,          0,         16,          3,         16,          0,         16,          0,         33,       1123,         41,        147,         19,          0,          0,          0,          0,          0,          0,         16,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2785,       1185,          0,          0,          0,          0,          0
0, , 8, "FEEDER2"     ,       1806,        -85,        352,        354,       1824,        287,        367,        369,          0,          0,          0,          0,          9,         29,          3,          8,          9,         29,          0,          0,          3,          0,          8,          1,          8,          0,          8,          0,         27,        401,         55,         94,          9,          0,          0,          0,          0,          0,          0,          8,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        686,       1138,          0,          0,          0,          0,          0
0, , 9, "FEEDER1"     ,       4133,         50,        712,        712,       4158,       1147,        749,        762,          0,          0,          0,          0,         20,         62,          5,         16,         20,         62,          0,          0,          5,          0,         17,          3,         17,          0,         17,          0,         44,       1159,         43,        151,         20,          0,          0,          0,          0,          0,          0,         17,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       2926,       1231,          0,          0,          0,          0,          0
0, , 9, "FEEDER2"     ,       1870,        -91,        352,        354,       1901,        301,        367,        369,          0,          0,          0,          0,         10,         30,          3,          8,         10,         30,          0,          0,          3,          0,          8,          1,          8,          0,          8,          0,         41,        421,         55,         96,         10,          0,          0,          0,          0,          0,          0,          8,          0,          0,          0,          0,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        695,       1207,          0,          0,          0,          0,          0
0, , 9, "FEEDER1"     ,       4323,         55,        759,        759,       4360,       1185,        809,        822,          0,          0,          0,          0,         21,         67,          6,         19,         21,         67,          0,          0,          6,          0,         18,          3,         18,          0,         18,          0,         57,       1196,         55,        158,         21,          0,          0,          0,          0,          0,          0,         18,          0,          0,          0,          0,          0,          0,          3,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3081,       1278,          0,          0,          0,          0,          0
0, , 9, "FEEDER2"     ,       1956,        -99,        352,        354,       2005,        314,        415,        419,          0,          0,          0,          0,         10,         32,          3,          8,         10,         32,          0,          0,          3,          0,          9,          2,          9,          0,          9,          0,         59,        445,         73,        119,         10,          0,          0,          0,          0,          0,          0,          9,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        722,       1283,          0,          0,          0,          0,          0
0, , 9, "FEEDER1"     ,       4511,         56,        759,        759,       4564,       1218,        817,        828,          0,          0,          0,          0,         23,         72,          6,         19,         23,         72,          0,          0,          6,          0,         19,          4,         19,          0,         19,          0,         74,       1233,         68,        161,         23,          0,          0,          0,          0,          0,          0,         19,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3235,       1329,          0,          0,          0,          0,          0
0, , 9, "FEEDER2"     ,       2036,       -107,        352,        354,       2107,        327,        415,        419,          0,          0,          0,          0,         11,         34,          3,          8,         11,         34,          0,          0,          3,          0,          9,          2,          9,          0,          9,          0,         82,        467,         91,        128,         11,          0,          0,          0,          0,          0,          0,          9,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        750,       1358,          0,          0,          0,          0,          0
0, , 9, "FEEDER1"     ,       4699,         63,        759,        759,       4766,       1257,        817,        828,          0,          0,          0,          0,         24,         76,          6,         19,         24,         76,          0,          0,          6,          0,         21,          4,         21,          0,         21,          0,         91,       1270,         68,        163,         24,          0,          0,          0,          0,          0,          0,         21,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3385,       1382,          0,          0,          0,          0,          0
0, , 9, "FEEDER2"     ,       2116,       -114,        352,        354,       2209,        341,        415,        419,          0,          0,          0,          0,         11,         35,          3,          8,         11,         35,          0,          0,          3,          0,         10,          2,         10,          0,         10,          0,        105,        490,         91,        129,         11,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        777,       1432,          0,          0,          0,          0,          0
0, , 10, "FEEDER1"     ,       4888,         73,        759,        759,       4975,       1300,        833,        850,          0,          0,          0,          0,         26,         81,          6,         19,         26,         81,          0,          0,          6,          0,         22,          4,         22,          0,         22,          0,        112,       1307,         81,        169,         26,          0,          0,          0,          0,          0,          0,         22,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3540,       1435,          0,          0,          0,          0,          0
0, , 10, "FEEDER2"     ,       2194,       -120,        352,        354,       2314,        356,        422,        426,          0,          0,          0,          0,         12,         37,          3,          8,         12,         37,          0,          0,          3,          0,         10,          2,         10,          0,         10,          0,        132,        513,        109,        142,         12,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        804,       1510,          0,          0,          0,          0,          0
0, , 10, "FEEDER1"     ,       5066,         85,        759,        759,       5175,       1346,        833,        850,          0,          0,          0,          0,         27,         85,          6,         19,         27,         85,          0,          0,          6,          0,         23,          4,         23,          0,         23,          0,        135,       1344,         93,        175,         27,          0,          0,          0,          0,          0,          0,         23,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3687,       1488,          0,          0,          0,          0,          0
0, , 10, "FEEDER2"     ,       2249,       -127,        352,        354,       2400,        367,        422,        426,          0,          0,          0,          0,         12,         38,          3,          8,         12,         38,          0,          0,          3,          0,         10,          2,         10,          0,         10,          0,        164,        532,        127,        147,         12,          0,          0,          0,          0,          0,          0,         10,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        813,       1587,          0,          0,          0,          0,          0
0, , 10, "FEEDER1"     ,       5254,         98,        759,        759,       5384,       1391,        836,        856,          0,          0,          0,          0,         29,         89,          6,         19,         29,         89,          0,          0,          6,          0,         24,          4,         24,          0,         24,          0,        158,       1381,         93,        175,         29,          0,          0,          0,          0,          0,          0,         24,          0,          0,          0,          0,          0,          0,          4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3842,       1542,          0,          0,          0,          0,          0
0, , 10, "FEEDER2"     ,       2304,       -130,        352,        354,       2487,        381,        422,        426,          0,          0,          0,          0,         12,         39,          3,          8,         12,         39,          0,          0,          3,          0,         11,          2,         11,          0,         11,          0,        195,        550,        127,        147,         12,          0,          0,          0,          0,          0,          0,         11,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        820,       1667,          0,          0,          0,          0,          0
0, , 10, "FEEDER1"     ,       5441,        110,        759,        759,       5593,       1436,        836,        856,          0,          0,          0,          0,         30,         93,          6,         19,         30,         93,          0,          0,          6,          0,         25,          5,         25,          0,         25,          0,        181,       1418,         93,        175,         30,          0,          0,          0,          0,          0,          0,         25,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       3993,       1600,          0,          0,          0,          0,          0
0, , 10, "FEEDER2"     ,       2361,       -134,        352,        354,       2576,        394,        422,        426,          0,          0,          0,          0,         13,         40,          3,          8,         13,         40,          0,          0,          3,          0,         11,          2,         11,          0,         11,          0,        227,        568,        127,        147,         13,          0,          0,          0,          0,          0,          0,         11,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        828,       1748,          0,          0,          0,          0,          0
0, , 11, "FEEDER1"     ,       5629,        124,        759,        759,       5806,       1482,        853,        873,          1,          0,          1,          0,         31,         98,          6,         19,         31,         98,          0,          0,          6,          0,         27,          5,         27,          0,         27,          0,        208,       1456,        107,        183,         31,          0,          0,          0,          0,          0,          0,         27,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4150,       1656,          0,          0,          0,          0,          0
0, , 11, "FEEDER2"     ,       2436,       -140,        352,        354,       2687,        406,        444,        446,          0,          0,          0,          0,         13,         41,          3,          8,         13,         41,          0,          0,          3,          0,         11,          2,         11,          0,         11,          0,        264,        587,        145,        165,         13,          0,          0,          0,          0,          0,          0,         11,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        855,       1832,          0,          0,          0,          0,          0
0, , 11, "FEEDER1"     ,       5802,        133,        759,        759,       6008,       1525,        853,        873,          1,          0,          1,          0,         33,        101,          6,         19,         33,        101,          0,          0,          6,          0,         28,          5,         28,          0,         28,          0,        238,       1493,        120,        191,         33,          0,          0,          0,          0,          0,          0,         28,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4295,       1713,          0,          0,          0,          0,          0
0, , 11, "FEEDER2"     ,       2507,       -145,        352,        354,       2798,        420,        447,        450,          0,          0,          0,          0,         14,         43,          3,          8,         14,         43,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        305,        607,        164,        183,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        882,       1916,          0,          0,          0,          0,          0
0, , 11, "FEEDER1"     ,       5977,        140,        759,        759,       6212,       1565,        853,        873,          1,          0,          1,          0,         34,        105,          6,         19,         34,        105,          0,          0,          6,          0,         29,          5,         29,          0,         29,          0,        268,       1529,        122,        191,         34,          0,          0,          0,          0,          0,          0,         29,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4442,       1770,          0,          0,          0,          0,          0
0, , 11, "FEEDER2"     ,       2572,       -150,        352,        354,       2904,        432,        447,        450,          0,          0,          0,          0,         14,         44,          3,          8,         14,         44,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        345,        626,        164,        183,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        909,       1995,          0,          0,          0,          0,          0
0, , 11, "FEEDER1"     ,       6157,        148,        759,        759,       6422,       1606,        853,        873,          2,          0,          2,          0,         35,        110,          6,         19,         35,        110,          0,          0,          6,          0,         30,          5,         30,          0,         30,          0,        299,       1566,        124,        193,         35,          0,          0,          0,          0,          0,          0,         30,          0,          0,          0,          0,          0,          0,          5,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4596,       1827,          0,          0,          0,          0,          0
0, , 11, "FEEDER2"     ,       2614,       -154,        352,        354,       2986,        444,        447,        450,          0,          0,          0,          0,         14,         45,          3,          8,         14,         45,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        386,        643,        164,        183,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        917,       2069,          0,          0,          0,          0,          0
0, , 12, "FEEDER1"     ,       6329,        158,        759,        759,       6626,       1649,        853,        873,          2,          0,          2,          0,         37,        114,          6,         19,         37,        114,          0,          0,          6,          0,         31,          6,         31,          0,         31,          0,        333,       1603,        134,        200,         37,          0,          0,          0,          0,          0,          0,         31,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4744,       1882,          0,          0,          0,          0,          0
0, , 12, "FEEDER2"     ,       2647,       -156,        352,        354,       3065,        456,        447,        450,          0,          0,          0,          0,         14,         45,          3,          8,         14,         45,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        432,        657,        182,        190,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        924,       2141,          0,          0,          0,          0,          0
0, , 12, "FEEDER1"     ,       6488,        168,        759,        759,       6816,       1692,        853,        873,          2,          0,          2,          0,         38,        117,          6,         19,         38,        117,          0,          0,          6,          0,         32,          6,         32,          0,         32,          0,        365,       1640,        134,        200,         38,          0,          0,          0,          0,          0,          0,         32,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       4880,       1937,          0,          0,          0,          0,          0
0, , 12, "FEEDER2"     ,       2672,       -156,        352,        354,       3135,        467,        447,        450,          0,          0,          0,          0,         14,         46,          3,          8,         14,         46,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        477,        669,        182,        190,         14,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        931,       2203,          0,          0,          0,          0,          0
0, , 12, "FEEDER1"     ,       6648,        177,        759,        759,       7008,       1732,        853,        873,          2,          0,          2,          0,         39,        121,          6,         19,         39,        121,          0,          0,          6,          0,         33,          6,         33,          0,         33,          0,        398,       1675,        134,        200,         39,          0,          0,          0,          0,          0,          0,         33,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       5016,       1992,          0,          0,          0,          0,          0
0, , 12, "FEEDER2"     ,       2718,       -157,        352,        354,       3226,        479,        447,        450,          0,          0,          0,          0,         15,         47,          3,          8,         15,         47,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        523,        683,        182,        190,         15,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        957,       2269,          0,          0,          0,          0,          0
0, , 12, "FEEDER1"     ,       6802,        189,        759,        759,       7194,       1776,        853,        873,          2,          0,          2,          0,         40,        125,          6,         19,         40,        125,          0,          0,          6,          0,         34,          6,         34,          0,         34,          0,        431,       1710,        134,        200,         40,          0,          0,          0,          0,          0,          0,         34,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       5147,       2047,          0,          0,          0,          0,          0
0, , 12, "FEEDER2"     ,       2758,       -156,        352,        354,       3311,        492,        447,        450,          0,          0,          0,          0,         15,         48,          3,          8,         15,         48,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        568,        696,        182,        190,         15,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,        983,       2328,          0,          0,          0,          0,          0
0, , 13, "FEEDER1"     ,       6961,        199,        759,        759,       7384,       1818,        853,        873,          2,          0,          2,          0,         41,        128,          6,         19,         41,        128,          0,          0,          6,          0,         35,          6,         35,          0,         35,          0,        463,       1746,        134,        200,         41,          0,          0,          0,          0,          0,          0,         35,          0,          0,          0,          0,          0,          0,          6,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       5281,       2103,          0,          0,          0,          0,          0
0, , 13, "FEEDER2"     ,       2800,       -157,        352,        354,       3399,        503,        447,        450,          0,          0,          0,          0,         15,         49,          3,          8,         15,         49,          0,          0,          3,          0,         12,          2,         12,          0,         12,          0,        614,        709,        182,        190,         15,          0,          0,          0,          0,          0,          0,         12,          0,          0,          0,          0,          0,          0,          2,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,       1009,       2390,          0,          0,          0,          0,          0
